analysis_status,dataset_name,feature_name,final_feature_policy,group_stability,shortcut_risk,source_association
inventory_only,HIKARI-2021,labels.family,label_only,not_available,0.0,not_available
inventory_only,HIKARI-2021,labels.tool,label_only,not_available,0.0,not_available
inventory_only,HIKARI-2021,provenance.capture_id,blocked,not_available,0.0,not_available
inventory_only,HIKARI-2021,provenance.capture_path,blocked,not_available,0.0,not_available
inventory_only,HIKARI-2021,provenance.dataset,blocked,not_available,0.0,not_available
inventory_only,HIKARI-2021,provenance.source_file,blocked,not_available,0.0,not_available
inventory_only,HIKARI-2021,sample_id,blocked,not_available,0.0,not_available
computed,HIKARI-2021,stats.duration,safe_common,not_available,0.0,not_available
computed,HIKARI-2021,stats.inbound_bytes,safe_common,not_available,0.0,not_available
computed,HIKARI-2021,stats.mean_packet_length,safe_common,not_available,0.0,not_available
computed,HIKARI-2021,stats.outbound_bytes,safe_common,not_available,0.0,not_available
computed,HIKARI-2021,stats.outbound_ratio,safe_common,not_available,0.0,not_available
computed,HIKARI-2021,stats.packet_count,safe_common,not_available,0.0,not_available
computed,HIKARI-2021,stats.packet_length_variance,dataset_specific,not_available,0.0,not_available
computed,HIKARI-2021,stats.total_bytes,safe_common,not_available,0.0,not_available
inventory_only,HIKARI-2021,trace_id,blocked,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,context.dst_ip,blocked,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,context.dst_port,blocked,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,context.flow_id,blocked,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,context.sni,blocked,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,context.src_ip,blocked,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,context.src_port,blocked,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,labels.application,label_only,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,labels.attack,label_only,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,labels.binary,label_only,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,labels.category,label_only,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,labels.family,label_only,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,labels.tool,label_only,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,provenance.capture_id,blocked,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,provenance.capture_path,blocked,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,provenance.dataset,blocked,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,provenance.source_file,blocked,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,sample_id,blocked,not_available,0.0,not_available
computed,Annotated-TLS-2026,stats.duration,safe_common,not_available,0.0,not_available
computed,Annotated-TLS-2026,stats.inbound_bytes,safe_common,not_available,0.0,not_available
computed,Annotated-TLS-2026,stats.mean_packet_length,safe_common,not_available,0.0,not_available
computed,Annotated-TLS-2026,stats.outbound_bytes,safe_common,not_available,0.0,not_available
computed,Annotated-TLS-2026,stats.outbound_ratio,safe_common,not_available,0.0,not_available
computed,Annotated-TLS-2026,stats.packet_count,safe_common,not_available,0.0,not_available
computed,Annotated-TLS-2026,stats.total_bytes,safe_common,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,tls.alpn,safe_conditional,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,tls.client_cipher_count,safe_conditional,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,tls.client_extension_count,safe_conditional,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,tls.client_version,safe_conditional,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,tls.record_lengths,safe_conditional,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,tls.selected_cipher,safe_conditional,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,tls.server_extension_count,safe_conditional,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,tls.server_version,safe_conditional,not_available,0.0,not_available
inventory_only,Annotated-TLS-2026,trace_id,blocked,not_available,0.0,not_available
